Edad;TipoTrabajo;NivelEducativo;AnnosEducacion;EstadoCivil;Ocupacion;Sexo;HorasSemanales;PaisOrigen;Ingresos
63;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Farming-fishing;Male;45;United-States;<=50K.
23;?;Assoc-voc;11;Never-married;?;Female;15;United-States;<=50K.
43;Private;Some-college;10;Married-civ-spouse;Prof-specialty;Female;50;United-States;>50K.
58;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Male;40;United-States;<=50K.
66;Private;HS-grad;9;Never-married;Transport-moving;Male;55;United-States;<=50K.
41;Private;Some-college;10;Never-married;Craft-repair;Male;45;United-States;<=50K.
26;Private;Bachelors;13;Never-married;Adm-clerical;Male;40;United-States;<=50K.
47;Private;Assoc-voc;11;Never-married;Other-service;Male;40;United-States;<=50K.
55;Local-gov;10th;6;Married-civ-spouse;Adm-clerical;Male;40;United-States;<=50K.
53;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Male;40;United-States;<=50K.
17;Private;5th-6th;3;Never-married;Other-service;Male;48;Mexico;<=50K.
30;Private;HS-grad;9;Never-married;Craft-repair;Male;40;United-States;<=50K.
49;Private;Masters;14;Never-married;Prof-specialty;Male;60;United-States;<=50K.
19;Private;HS-grad;9;Never-married;Sales;Male;30;Haiti;<=50K.
45;Private;HS-grad;9;Married-civ-spouse;Other-service;Male;40;United-States;<=50K.
26;Private;Assoc-acdm;12;Never-married;Sales;Male;40;United-States;<=50K.
38;Private;Assoc-voc;11;Married-civ-spouse;Craft-repair;Male;40;United-States;>50K.
36;State-gov;HS-grad;9;Married-civ-spouse;Protective-serv;Male;40;United-States;>50K.
33;Private;HS-grad;9;Never-married;Farming-fishing;Male;20;United-States;<=50K.
22;State-gov;Some-college;10;Never-married;Protective-serv;Female;40;United-States;<=50K.
43;Self-emp-not-inc;Bachelors;13;Never-married;Sales;Male;42;United-States;<=50K.
67;?;11th;7;Married-civ-spouse;?;Male;8;United-States;<=50K.
30;?;Assoc-voc;11;Divorced;?;Female;40;United-States;<=50K.
56;Private;Assoc-acdm;12;Married-spouse-absent;Other-service;Male;25;Iran;<=50K.
31;Private;Bachelors;13;Never-married;Prof-specialty;Male;25;United-States;<=50K.
33;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;40;United-States;>50K.
26;Private;HS-grad;9;Married-civ-spouse;Other-service;Male;40;United-States;<=50K.
33;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;40;United-States;>50K.
46;Local-gov;11th;7;Married-civ-spouse;Transport-moving;Male;30;United-States;<=50K.
59;?;Bachelors;13;Married-civ-spouse;?;Male;40;United-States;>50K.
38;Federal-gov;HS-grad;9;Married-civ-spouse;Adm-clerical;Male;40;United-States;>50K.
65;Private;11th;7;Widowed;Other-service;Male;40;United-States;<=50K.
40;Private;Assoc-voc;11;Married-civ-spouse;Tech-support;Male;40;United-States;>50K.
42;Private;HS-grad;9;Married-civ-spouse;Adm-clerical;Female;35;United-States;<=50K.
26;Self-emp-not-inc;9th;5;Married-civ-spouse;Craft-repair;Male;40;Portugal;<=50K.
36;Private;10th;6;Married-civ-spouse;Other-service;Female;24;United-States;<=50K.
62;Private;Masters;14;Married-civ-spouse;Prof-specialty;Male;40;United-States;>50K.
43;Private;Bachelors;13;Married-civ-spouse;Transport-moving;Male;45;United-States;<=50K.
43;Private;Bachelors;13;Divorced;Exec-managerial;Male;45;United-States;>50K.
22;Private;HS-grad;9;Married-spouse-absent;Sales;Male;55;United-States;<=50K.
28;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
56;Self-emp-not-inc;Some-college;10;Married-civ-spouse;Sales;Male;45;United-States;<=50K.
22;Private;Assoc-acdm;12;Never-married;Sales;Female;15;United-States;<=50K.
57;Private;Bachelors;13;Divorced;Exec-managerial;Female;45;United-States;>50K.
39;Private;HS-grad;9;Divorced;Sales;Female;40;United-States;<=50K.
26;Federal-gov;Some-college;10;Never-married;Adm-clerical;Female;15;United-States;<=50K.
17;Private;11th;7;Never-married;Other-service;Male;10;United-States;<=50K.
40;State-gov;Assoc-voc;11;Married-civ-spouse;Machine-op-inspct;Male;38;United-States;>50K.
45;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;<=50K.
44;Private;HS-grad;9;Never-married;Craft-repair;Male;40;United-States;<=50K.
20;Local-gov;Some-college;10;Never-married;Adm-clerical;Female;10;United-States;<=50K.
33;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Female;40;United-States;<=50K.
23;Private;Some-college;10;Never-married;Sales;Male;40;United-States;<=50K.
46;Self-emp-not-inc;Masters;14;Divorced;Exec-managerial;Male;30;United-States;<=50K.
38;Private;HS-grad;9;Married-civ-spouse;Sales;Male;50;United-States;<=50K.
54;Private;HS-grad;9;Divorced;Transport-moving;Male;40;United-States;<=50K.
46;Private;5th-6th;3;Divorced;Craft-repair;Female;45;United-States;<=50K.
25;Private;Some-college;10;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
46;Private;Some-college;10;Divorced;Sales;Female;40;United-States;<=50K.
36;Local-gov;Some-college;10;Married-civ-spouse;Transport-moving;Female;40;United-States;<=50K.
23;Private;HS-grad;9;Never-married;Other-service;Female;25;United-States;<=50K.
29;Private;HS-grad;9;Separated;Machine-op-inspct;Male;40;United-States;<=50K.
44;Private;Some-college;10;Married-civ-spouse;Adm-clerical;Female;6;United-States;>50K.
19;Private;Some-college;10;Never-married;Adm-clerical;Female;16;United-States;<=50K.
19;Private;HS-grad;9;Never-married;Other-service;Female;40;United-States;<=50K.
35;Private;HS-grad;9;Married-civ-spouse;Other-service;Female;40;United-States;>50K.
27;Private;Bachelors;13;Never-married;Craft-repair;Male;50;United-States;<=50K.
46;Self-emp-not-inc;Assoc-acdm;12;Separated;Craft-repair;Male;40;United-States;<=50K.
34;State-gov;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;45;?;>50K.
34;Private;HS-grad;9;Never-married;Other-service;Female;35;United-States;<=50K.
44;Private;Some-college;10;Married-civ-spouse;Tech-support;Male;40;United-States;<=50K.
45;Private;Some-college;10;Divorced;Handlers-cleaners;Female;40;United-States;<=50K.
20;?;HS-grad;9;Never-married;?;Female;35;United-States;<=50K.
25;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;55;United-States;>50K.
52;Self-emp-inc;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;50;United-States;>50K.
20;Private;Some-college;10;Never-married;Handlers-cleaners;Male;40;United-States;<=50K.
28;Private;Some-college;10;Never-married;Other-service;Female;40;United-States;<=50K.
50;State-gov;Bachelors;13;Married-civ-spouse;Protective-serv;Male;40;United-States;>50K.
34;Private;Assoc-voc;11;Divorced;Tech-support;Female;64;United-States;<=50K.
28;Private;7th-8th;4;Married-civ-spouse;Handlers-cleaners;Male;40;Puerto-Rico;<=50K.
41;Private;Masters;14;Married-civ-spouse;Exec-managerial;Male;65;United-States;>50K.
28;Private;HS-grad;9;Married-civ-spouse;Adm-clerical;Male;40;United-States;<=50K.
46;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Craft-repair;Male;25;United-States;<=50K.
28;?;Some-college;10;Married-civ-spouse;?;Female;40;United-States;>50K.
32;Private;Some-college;10;Married-civ-spouse;Exec-managerial;Male;50;United-States;<=50K.
41;Local-gov;Some-college;10;Divorced;Other-service;Female;24;United-States;<=50K.
24;Private;HS-grad;9;Never-married;Handlers-cleaners;Female;40;United-States;<=50K.
33;Private;Some-college;10;Divorced;Exec-managerial;Female;40;United-States;<=50K.
46;Private;Doctorate;16;Married-civ-spouse;Exec-managerial;Male;60;United-States;>50K.
31;State-gov;Some-college;10;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;<=50K.
35;Private;12th;8;Divorced;Craft-repair;Male;50;United-States;>50K.
52;Private;1st-4th;2;Married-civ-spouse;Machine-op-inspct;Male;40;Mexico;<=50K.
30;Private;11th;7;Never-married;Other-service;Female;19;United-States;<=50K.
34;Local-gov;11th;7;Separated;Machine-op-inspct;Male;40;United-States;<=50K.
34;State-gov;HS-grad;9;Divorced;Transport-moving;Female;40;United-States;<=50K.
20;Private;Some-college;10;Married-civ-spouse;Sales;Male;30;United-States;<=50K.
17;Private;11th;7;Never-married;Handlers-cleaners;Male;18;United-States;<=50K.
32;State-gov;Bachelors;13;Married-civ-spouse;Exec-managerial;Female;40;United-States;>50K.
29;Private;HS-grad;9;Divorced;Farming-fishing;Male;40;United-States;<=50K.
33;Private;10th;6;Never-married;Craft-repair;Female;35;United-States;<=50K.
25;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Male;60;United-States;<=50K.
36;Federal-gov;Masters;14;Never-married;Prof-specialty;Male;40;United-States;<=50K.
23;Private;HS-grad;9;Never-married;Handlers-cleaners;Male;72;Dominican-Republic;<=50K.
63;Self-emp-inc;HS-grad;9;Married-civ-spouse;Exec-managerial;Male;40;United-States;>50K.
47;Local-gov;Masters;14;Married-civ-spouse;Prof-specialty;Male;40;United-States;<=50K.
80;?;HS-grad;9;Widowed;?;Male;24;United-States;<=50K.
17;?;11th;7;Never-married;?;Male;40;United-States;<=50K.
40;Self-emp-not-inc;Bachelors;13;Married-spouse-absent;Prof-specialty;Female;40;United-States;<=50K.
30;Private;Assoc-acdm;12;Married-civ-spouse;Other-service;Female;25;United-States;>50K.
27;Private;Some-college;10;Never-married;Craft-repair;Male;40;Philippines;<=50K.
33;Private;Masters;14;Married-civ-spouse;Prof-specialty;Male;50;United-States;>50K.
34;Local-gov;HS-grad;9;Never-married;Farming-fishing;Male;60;United-States;<=50K.
34;Local-gov;Some-college;10;Never-married;Protective-serv;Female;40;United-States;<=50K.
23;Private;Some-college;10;Married-civ-spouse;Adm-clerical;Male;40;United-States;<=50K.
42;Local-gov;Some-college;10;Married-civ-spouse;Adm-clerical;Female;40;United-States;<=50K.
29;Private;Bachelors;13;Never-married;Prof-specialty;Male;40;United-States;<=50K.
45;Private;HS-grad;9;Divorced;Adm-clerical;Female;28;United-States;<=50K.
24;Federal-gov;HS-grad;9;Never-married;Armed-Forces;Male;40;United-States;<=50K.
44;Private;Some-college;10;Married-civ-spouse;Prof-specialty;Male;40;United-States;>50K.
27;Private;9th;5;Never-married;Craft-repair;Male;40;Mexico;<=50K.
20;Private;Some-college;10;Never-married;Sales;Male;35;United-States;<=50K.
44;Private;HS-grad;9;Widowed;Exec-managerial;Female;40;United-States;<=50K.
51;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
20;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;<=50K.
17;?;11th;7;Never-married;?;Female;5;United-States;<=50K.
19;Private;HS-grad;9;Never-married;Machine-op-inspct;Female;40;United-States;<=50K.
45;Self-emp-inc;Some-college;10;Married-civ-spouse;Craft-repair;Male;55;United-States;>50K.
60;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;>50K.
42;Private;Assoc-acdm;12;Married-civ-spouse;Exec-managerial;Male;40;?;>50K.
44;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Sales;Female;40;United-States;>50K.
40;Private;Assoc-voc;11;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;>50K.
30;Private;HS-grad;9;Married-civ-spouse;Exec-managerial;Female;40;United-States;<=50K.
38;Private;Some-college;10;Married-civ-spouse;Transport-moving;Male;50;United-States;<=50K.
23;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Male;60;United-States;<=50K.
32;?;Some-college;10;Married-civ-spouse;?;Male;40;United-States;<=50K.
44;Private;Assoc-acdm;12;Never-married;Farming-fishing;Male;40;United-States;<=50K.
54;Local-gov;HS-grad;9;Married-civ-spouse;Transport-moving;Male;40;United-States;<=50K.
32;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Male;50;United-States;<=50K.
50;Private;1st-4th;2;Married-spouse-absent;Craft-repair;Male;40;United-States;<=50K.
24;Private;Bachelors;13;Never-married;Tech-support;Female;20;United-States;<=50K.
37;Private;HS-grad;9;Married-civ-spouse;Adm-clerical;Female;60;United-States;<=50K.
52;Private;HS-grad;9;Divorced;Transport-moving;Male;40;United-States;<=50K.
38;Private;Some-college;10;Married-civ-spouse;Transport-moving;Male;40;United-States;<=50K.
49;Private;Masters;14;Married-civ-spouse;Exec-managerial;Male;45;United-States;>50K.
30;Private;Bachelors;13;Married-civ-spouse;Tech-support;Female;16;United-States;>50K.
60;Private;Some-college;10;Never-married;Prof-specialty;Male;40;United-States;>50K.
22;?;Some-college;10;Never-married;?;Male;40;United-States;<=50K.
35;Private;HS-grad;9;Never-married;Craft-repair;Male;40;United-States;<=50K.
30;Private;HS-grad;9;Never-married;Transport-moving;Male;60;United-States;<=50K.
67;Private;Assoc-voc;11;Divorced;Other-service;Female;24;United-States;<=50K.
46;Private;Bachelors;13;Never-married;Craft-repair;Female;40;United-States;<=50K.
17;Private;9th;5;Never-married;Other-service;Male;6;United-States;<=50K.
22;Private;Some-college;10;Never-married;Handlers-cleaners;Male;30;United-States;<=50K.
27;Private;10th;6;Never-married;Other-service;Male;40;United-States;<=50K.
23;Private;HS-grad;9;Never-married;Other-service;Female;35;United-States;<=50K.
33;Private;Assoc-acdm;12;Married-civ-spouse;Craft-repair;Male;45;Portugal;<=50K.
43;Self-emp-not-inc;Some-college;10;Married-civ-spouse;Craft-repair;Male;20;United-States;<=50K.
28;State-gov;Bachelors;13;Never-married;Prof-specialty;Male;20;United-States;<=50K.
41;Private;HS-grad;9;Married-spouse-absent;Craft-repair;Female;40;United-States;<=50K.
52;?;12th;8;Never-married;?;Male;40;United-States;<=50K.
25;Private;Some-college;10;Married-spouse-absent;Adm-clerical;Female;20;United-States;<=50K.
63;?;1st-4th;2;Married-civ-spouse;?;Male;35;United-States;<=50K.
59;Local-gov;HS-grad;9;Married-civ-spouse;Transport-moving;Male;45;United-States;<=50K.
45;Local-gov;Bachelors;13;Divorced;Prof-specialty;Female;40;United-States;<=50K.
38;Private;Bachelors;13;Married-civ-spouse;Sales;Male;60;United-States;>50K.
40;Private;HS-grad;9;Never-married;Other-service;Female;35;United-States;<=50K.
46;Federal-gov;HS-grad;9;Divorced;Adm-clerical;Male;40;United-States;<=50K.
35;Private;Assoc-acdm;12;Never-married;Exec-managerial;Female;60;United-States;<=50K.
34;Private;HS-grad;9;Divorced;Prof-specialty;Female;25;United-States;<=50K.
33;Private;Bachelors;13;Never-married;Craft-repair;Male;20;United-States;<=50K.
41;Private;HS-grad;9;Divorced;Adm-clerical;Female;36;United-States;<=50K.
20;Private;Some-college;10;Never-married;Machine-op-inspct;Male;40;United-States;<=50K.
23;Private;5th-6th;3;Never-married;Other-service;Male;40;El-Salvador;<=50K.
26;Private;Some-college;10;Never-married;Prof-specialty;Female;35;United-States;<=50K.
72;?;HS-grad;9;Married-civ-spouse;?;Male;20;United-States;<=50K.
23;Local-gov;HS-grad;9;Never-married;Farming-fishing;Male;40;Poland;<=50K.
62;Local-gov;HS-grad;9;Married-civ-spouse;Transport-moving;Male;40;United-States;<=50K.
52;Private;Some-college;10;Married-civ-spouse;Adm-clerical;Male;40;United-States;<=50K.
58;Private;Some-college;10;Divorced;Other-service;Female;42;France;<=50K.
25;Private;Bachelors;13;Never-married;Sales;Female;40;United-States;<=50K.
24;Private;Bachelors;13;Never-married;Exec-managerial;Male;40;United-States;<=50K.
19;Private;Some-college;10;Never-married;Protective-serv;Male;8;United-States;<=50K.
43;Private;Some-college;10;Married-civ-spouse;Exec-managerial;Male;40;United-States;<=50K.
47;Local-gov;HS-grad;9;Separated;Adm-clerical;Female;40;United-States;<=50K.
39;Private;HS-grad;9;Divorced;Other-service;Female;40;United-States;<=50K.
49;Private;Assoc-voc;11;Married-spouse-absent;Handlers-cleaners;Male;42;United-States;<=50K.
53;?;5th-6th;3;Widowed;?;Female;30;United-States;<=50K.
32;Private;Assoc-voc;11;Never-married;Craft-repair;Male;45;United-States;<=50K.
34;Private;Some-college;10;Married-civ-spouse;Prof-specialty;Male;50;United-States;>50K.
28;Private;HS-grad;9;Divorced;Craft-repair;Male;45;United-States;<=50K.
57;?;Assoc-voc;11;Widowed;?;Female;38;United-States;<=50K.
25;Private;Some-college;10;Never-married;Adm-clerical;Female;20;United-States;<=50K.
20;?;Some-college;10;Never-married;?;Male;24;United-States;<=50K.
21;?;Some-college;10;Never-married;?;Female;35;United-States;<=50K.
34;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Male;50;United-States;>50K.
38;Self-emp-inc;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;80;United-States;>50K.
50;Private;HS-grad;9;Married-civ-spouse;Exec-managerial;Male;50;United-States;>50K.
24;Local-gov;Some-college;10;Divorced;Handlers-cleaners;Male;50;United-States;<=50K.
37;Local-gov;Some-college;10;Married-civ-spouse;Tech-support;Male;45;United-States;>50K.
44;Private;Some-college;10;Divorced;Machine-op-inspct;Male;58;United-States;>50K.
28;Private;Some-college;10;Married-civ-spouse;Sales;Female;40;United-States;<=50K.
42;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;40;United-States;>50K.
74;Private;Some-college;10;Divorced;Adm-clerical;Female;9;United-States;<=50K.
38;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Craft-repair;Male;50;United-States;<=50K.
44;Self-emp-not-inc;Masters;14;Married-civ-spouse;Prof-specialty;Male;40;United-States;<=50K.
44;Private;11th;7;Divorced;Machine-op-inspct;Female;46;Puerto-Rico;<=50K.
26;Private;HS-grad;9;Never-married;Machine-op-inspct;Male;40;United-States;<=50K.
36;Private;HS-grad;9;Married-civ-spouse;Other-service;Male;40;United-States;<=50K.
41;Private;Assoc-acdm;12;Married-civ-spouse;Exec-managerial;Female;50;United-States;>50K.
67;Private;Prof-school;15;Married-civ-spouse;Prof-specialty;Male;48;United-States;>50K.
39;Local-gov;12th;8;Married-civ-spouse;Tech-support;Male;50;United-States;<=50K.
57;Private;1st-4th;2;Widowed;Priv-house-serv;Female;30;United-States;<=50K.
29;Private;Assoc-voc;11;Separated;Craft-repair;Male;40;United-States;<=50K.
31;Self-emp-inc;Bachelors;13;Never-married;Farming-fishing;Female;45;United-States;<=50K.
34;?;HS-grad;9;Never-married;?;Female;40;United-States;<=50K.
44;Private;Some-college;10;Married-civ-spouse;Transport-moving;Male;40;United-States;<=50K.
29;Private;Doctorate;16;Never-married;Prof-specialty;Male;40;United-States;<=50K.
30;Private;Some-college;10;Never-married;Handlers-cleaners;Female;40;United-States;<=50K.
27;Private;HS-grad;9;Never-married;Transport-moving;Male;40;United-States;<=50K.
27;Private;Some-college;10;Married-civ-spouse;Sales;Male;50;United-States;<=50K.
32;Private;HS-grad;9;Never-married;Handlers-cleaners;Female;45;United-States;<=50K.
58;Private;10th;6;Married-civ-spouse;Other-service;Female;8;United-States;<=50K.
35;Local-gov;Some-college;10;Married-civ-spouse;Protective-serv;Male;40;United-States;<=50K.
21;Private;HS-grad;9;Never-married;Handlers-cleaners;Male;36;United-States;<=50K.
28;Private;Some-college;10;Never-married;Craft-repair;Male;40;United-States;<=50K.
46;Self-emp-not-inc;Some-college;10;Divorced;Exec-managerial;Male;50;United-States;<=50K.
36;Self-emp-not-inc;HS-grad;9;Separated;Other-service;Female;40;United-States;<=50K.
72;Private;11th;7;Widowed;Adm-clerical;Female;40;United-States;<=50K.
35;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Female;40;United-States;<=50K.
